name,genres
Gnomes Garden,"[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Mystic Saga,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
BAD END,"[{'id': '23', 'description': 'Indie'}]"
Tactical Craft Online,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Disc Jam,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
Crystal Picnic,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Bugspeed Collider,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Gigachess,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Voidspire Tactics,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
Yohjo Simulator,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Energy Cycle,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Quatro Luzes,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Lightbender,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Fantasy Farming: Orange Season,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
Heavy Gear Assault,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
Your Quest,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
CLASH,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Westboro,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Mars 2030,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
The Odyssey: Winds of Athena,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Caretaker Retribution,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Blitz Breaker,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
InterSection,"[{'id': '23', 'description': 'Indie'}]"
Written in the Sky,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
The Final Frontier: Space Simulator,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
Heresy,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
HotLead,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
Gun Bombers,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Vehicle Simulator,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Door To Door,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Block'hood,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
The Light Empire,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
Space Impossible,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Tales [PC],"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
The Lost Island,"[{'id': '25', 'description': 'Adventure'}, {'id': '70', 'description': 'Early Access'}]"
Bleeding Border,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Goblin Defenders: Steel‘n’ Wood,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Rescue Team 5,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Revolt,"[{'id': '1', 'description': 'Action'}]"
Viking Saga: New World,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
MiniBikers,"[{'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '18', 'description': 'Sports'}]"
Max's Big Bust - A Captain Nekorai Tale,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Showing Tonight: Mindhunters Incident,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
The Hurricane of the Varstray -Collateral hazard-,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Magnetron,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
In The Dead Of Night - Urszula's Revenge,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Emporea: Realms of War and Magic,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
Tacopocalypse,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
Rubber Ducky and the Rainbow Gun,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Emily Wants To Play,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Full Metal Furies,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
The Growth Journey,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
True Lover's Knot,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Diabolical,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Gunslingers,"[{'id': '37', 'description': 'Free to Play'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Zombie Night Terror,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Oh...Sir! Prototype,"[{'id': '23', 'description': 'Indie'}]"
5 Minutes Rage,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
Toro,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Pay2Win: The Tricks Exposed,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
SquareCells,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
The Metronomicon: Slay The Dance Floor,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Cluck Yegger in Escape From The Planet of The Poultroid,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Light Fall,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Color By,"[{'id': '23', 'description': 'Indie'}]"
Astral Gun,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Kitty Powers' Love Life,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
REalM: Walk of Soul,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
UnSummoning: the Spectral Horde,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Mayjasmine Episode01 - What is God?,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Pavilion,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Make Sail,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
Ghost of a Tale,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Hiragana Pixel Party,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Monkey King Saga,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
LeftWay,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Northern Tale,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Moto Racer  4,"[{'id': '9', 'description': 'Racing'}]"
Marcus Level,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Gamefuel Driver Control,"[{'id': '57', 'description': 'Utilities'}]"
Left Alone,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Mysterious Castle,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Emily is Away,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Everybody's Gone to the Rapture,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Apotheon Arena,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
"Upwards, Lonely Robot","[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Street Warriors Online,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Mistfal,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Planet Diver,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Major\Minor,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
Demented,"[{'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Subsistence,"[{'id': '1', 'description': 'Action'}, {'id': '70', 'description': 'Early Access'}]"
hocus,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
FALL,"[{'id': '1', 'description': 'Action'}]"
Battle Riders,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}]"
Turbo Pug,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
March of War: FaceOff - XL,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Cally's Caves 3,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
The Madness of Little Emma,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Garden Rescue: Christmas Edition,"[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
MicroRC Simulation,"[{'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Tempest: Pirate Action RPG,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Helen's Mysterious Castle,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Metal Tales: Fury of the Guitar Gods,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Shadow Tactics: Blades of the Shogun,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Polaris Sector,"[{'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Gumball Drift,"[{'id': '1', 'description': 'Action'}, {'id': '9', 'description': 'Racing'}, {'id': '18', 'description': 'Sports'}]"
Draw Slasher,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Retaliation,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Professor Teaches QuickBooks 2016,"[{'id': '56', 'description': 'Software Training'}]"
Wick,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Chronicles of a Dark Lord: Rhapsody Clash,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
RWBY: Grimm Eclipse,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Gurgamoth,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]"
Survive Me Miolhr,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Tick Tock Isle,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Rising Storm 2: Vietnam,"[{'id': '1', 'description': 'Action'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
SculptrVR,"[{'id': '23', 'description': 'Indie'}]"
Swiftly,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
The TakeOver,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Iron Commando - Koutetsu no Senshi,"[{'id': '1', 'description': 'Action'}]"
Space Pirate Trainer,"[{'id': '1', 'description': 'Action'}]"
Pankapu,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Idle Civilization,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Waba,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
DreadOut: Keepers of The Dark,"[{'id': '72', 'description': 'Nudity'}, {'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Catorize,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Relic Alone,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}]"
Wishmere,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Bridge Constructor Stunts,"[{'id': '28', 'description': 'Simulation'}]"
Vector Strain,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Strength of the Sword ULTIMATE,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
Resume Maker® for Windows,"[{'id': '54', 'description': 'Education'}]"
"That Dragon, Cancer","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Starpoint Gemini Warlords,"[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Red Game Without A Great Name,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Tales from the Void,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
AT SUNDOWN: Shots in the Dark,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Rogue Singularity,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
House of Hell (Standalone),"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Ganbare! Super Strikers,"[{'id': '3', 'description': 'RPG'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]"
Home Design 3D,"[{'id': '28', 'description': 'Simulation'}]"
Eye of the Owl - Bosch VR,"[{'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
Candle,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Kill The Plumber,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
CLANNAD Side Stories,"[{'id': '4', 'description': 'Casual'}]"
NEKOPARA Vol. 2,"[{'id': '71', 'description': 'Sexual Content'}, {'id': '72', 'description': 'Nudity'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
AnyTime Organizer Standard 15,"[{'id': '54', 'description': 'Education'}]"
Stack Gun Heroes,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Alphabeats: Master Edition,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Shrug Island - The Meeting,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Chronicle of Innsmouth,"[{'id': '25', 'description': 'Adventure'}]"
KRUM - Edge Of Darkness,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Into the Void,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
Blackwake,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
The Admin,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Spectrum,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Gravity Island,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
The Strike,"[{'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Atlantic Fleet,"[{'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Rynn's Adventure: Trouble in the Enchanted Forest,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Lost Technology,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
OneShot,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Super Arcade Football,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}, {'id': '70', 'description': 'Early Access'}]"
Cubixx HD,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Burnin' Rubber 5 HD,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
Elite vs. Freedom,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
The Deed,"[{'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]"
Gravity League,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '70', 'description': 'Early Access'}]"
The Legend of Dark Witch,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
StarBreak,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}]"
BLARP!,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Cosmic Leap,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
I must kill...: Fresh Meat,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Mech Anarchy,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Store Manager: Cellular Edition,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Lost Labyrinth Extended Version,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
CHKN,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Time Tenshi,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
RoBoRumble,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Army Gals,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
DiRT 4,"[{'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Catch Me,"[{'id': '2', 'description': 'Strategy'}]"
Plantera,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Deponia Doomsday,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Age of Steel: Recharge,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
AWAKE,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Samorost 3,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Blades of the Righteous,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Indivisible,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Umbra: Shadow of Death,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Militia,"[{'id': '2', 'description': 'Strategy'}]"
Ray Gigant,"[{'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]"
XBlaze Code: Embryo,"[{'id': '25', 'description': 'Adventure'}]"
Dissonance: An Interactive Novelette,"[{'id': '23', 'description': 'Indie'}]"
A Study in Steampunk: Choice by Gaslight,"[{'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Breach,"[{'id': '1', 'description': 'Action'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
Harmonia,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]"
CUPID - A free to play Visual Novel,"[{'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
